Subregion,Location type,Capacity (m3/d),Unit size (m3/d),Technology,Membrane type (RO),Feedwater,Customer type,Industry,Customer,Plant type,Plant supplier,Plant supplier share,Procurement model,EPC price,Product water salinity,EPC contractor (desal),Equipment supplier : Membranes (Not specified / Other),Holding Company,RO System,RO Feed Pump Drive,RO Membrane Type,RO Pre Treament 1st Stage,Pretreatment
North America,Land based,1177,1177,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"1,190,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,1095,365,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Electronics,SIGNETICS,Stand-alone,Siemens Water Technologies  ,100,EPC,"1,130,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,1090,545,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,Power Station ,Stand-alone,Graver Water Systems,100,EPC,"1,120,000 USD",,Graver Water Systems,DuPont (now Dupont Water Solutions),Graver Water Systems,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,1090,1090,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"1,100,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,984,984,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Aqua Media  ,100,EPC,"1,000,000 USD",,Aqua Media  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,961,961,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"980,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,899,899,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Monsanto,Stand-alone,Siemens Water Technologies  ,100,EPC,"910,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,818,818,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"830,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",,,Hollow Fibre Membrane,,  
North America,Land based,757,378.5,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities as drinking water (TDS 10ppm - <1000ppm),,RADNOR,Stand-alone,"Hydropro, Inc.",100,EPC,"780,000 USD",,"Hydropro, Inc.",Dow Filmtec (now Dupont Water Solutions),"Hydropro, Inc.",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,757,757,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Siemens Water Technologies  ,100,EPC,"770,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,727,727,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"740,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,643,643,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Beach,Stand-alone,"Hydropro, Inc.",100,EPC,"660,000 USD",,"Hydropro, Inc.",,"Hydropro, Inc.",Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,617,617,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"630,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,545,545,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Cabot,Stand-alone,McCormack,100,EPC,"560,000 USD",,McCormack,,McCormack,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,545,545,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Cabot,Stand-alone,McCormack,100,EPC,"560,000 USD",,McCormack,,McCormack,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,492,492,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Refining/Chemicals,Warner Jenkinson,Stand-alone,Preussag Wassertechnik(PWT),100,EPC,"510,000 USD",,Preussag Wassertechnik(PWT),,Amiantit Group,Single Pass,Electric Motor,,,  
North America,Land based,454,454,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),General,Michelin Tyre,Stand-alone,Infilco ,100,EPC,"470,000 USD",,Infilco ,,Suez ,Single Pass,Electric Motor,,,  
North America,Land based,435,435,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"450,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,416,416,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,NEPTUNE MICROFLOC,100,EPC,"430,000 USD",,NEPTUNE MICROFLOC,,NEPTUNE MICROFLOC,Single Pass,Electric Motor,,,  
North America,Land based,379,379,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,Power Corporation,Stand-alone,Water & Power,100,EPC,"390,000 USD",,Water & Power,Koch Membrane Systems,Water & Power,Single Pass,Electric Motor,,,  
North America,Land based,378,378,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,General Electric Group (GE),Stand-alone,Siemens Water Technologies  ,100,EPC,"390,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,374,374,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Aqua Media  ,100,EPC,"390,000 USD",,Aqua Media  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,360,360,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Siemens Water Technologies  ,100,EPC,"370,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,299,299,RO (Reverse Osmosis),Spiral Wound Membrane,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Graver Water Systems,100,EPC,"250,000 USD",,Graver Water Systems,,Graver Water Systems,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,295,295,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Infilco ,100,EPC,"310,000 USD",,Infilco ,,Suez ,Single Pass,Electric Motor,,,  
North America,Land based,273,273,RO (Reverse Osmosis),Spiral Wound Membrane,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Industry (TDS <10ppm),,,Stand-alone,Water & Power,100,EPC,"230,000 USD",,Water & Power,Koch Membrane Systems,Water & Power,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,246,246,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Aqua Media  ,100,EPC,"260,000 USD",,Aqua Media  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,227,227,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,Bechtel,Stand-alone,Siemens Water Technologies  ,100,EPC,"240,000 USD",,Siemens Water Technologies  ,,"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,,,  
North America,Land based,220,220,RO (Reverse Osmosis),Spiral Wound Membrane,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),,,Stand-alone,"Ionics, Inc. ",100,EPC,"160,000 USD",,"Ionics, Inc. ",,Suez ,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,163,163,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,South Western PS,Stand-alone,Graver Water Systems,100,EPC,"170,000 USD",,Graver Water Systems,Koch Membrane Systems,Graver Water Systems,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,163,163,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,,,EPC,"170,000 USD",,,,,,,,,  
North America,Land based,150,150,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,South Carolina Electric & Gas Company ,Stand-alone,Petrolite,100,EPC,"160,000 USD",,Petrolite,DuPont (now Dupont Water Solutions),Baker Hughes,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,136,136,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Hewlett Packard ,Stand-alone,Siemens Water Technologies  ,100,EPC,"140,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,136,136,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Siemens Water Technologies  ,100,EPC,"140,000 USD",,Siemens Water Technologies  ,DuPont (now Dupont Water Solutions),"Evoqua Water Technologies, LLC",Single Pass,Electric Motor,Hollow Fibre Membrane,,  
North America,Land based,125,125,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,NEPTUNE MICROFLOC,100,EPC,"130,000 USD",,NEPTUNE MICROFLOC,,NEPTUNE MICROFLOC,Single Pass,Electric Motor,,,  
North America,Land based,113,113,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,Monolithic M,Stand-alone,Koch Membrane Systems,100,EPC,"120,000 USD",,Koch Membrane Systems,Koch Membrane Systems,Koch Industries Inc.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,113,113,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Ultra Pure,100,EPC,"120,000 USD",,Ultra Pure,,Ultra Pure,Single Pass,Electric Motor,,,  
Middle East / North Africa,Land based,200000,8695.65,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,Befesa Agua ,100,DBOOT,"231,000,000 USD",,Befesa Agua ,,Abengoa,Single Pass,Electric Motor,,Ultrafiltration,Ultrafiltration  
Middle East / North Africa,Land based,200000,20000,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Algerian Energy Company (AEC),,"Befesa Agua , Valoriza Agua (now Sacyr Water Services)",,DBOOT,"230,000,000 USD",,Befesa Agua  / Valoriza Agua (now Sacyr Water Services),,Consortium,,,,,  
Middle East / North Africa,Land based,50000,,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Algerienne Des Eaux,,Cosider-Canalisations,100,EPC,"68,900,000 USD",,Cosider-Canalisations,,Cosider-Canalisations,,,,,  
Middle East / North Africa,Land based,1350,675,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Christ Water Technology Group ,100,EPC,"1,380,000 USD",,Christ Water Technology Group ,"Toray Industries, Inc.",Ovivo,Single Pass,Electric Motor,Spiral Wound Membrane,,  
Middle East / North Africa,Land based,1200,1200,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,,,EPC,"3,100,000 USD",,,,,Single Pass,Electric Motor,Spiral Wound Membrane,,  
Middle East / North Africa,Land based,1080,1080,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Christ Water Technology Group ,100,EPC,"1,090,000 USD",,Christ Water Technology Group ,DuPont (now Dupont Water Solutions),Ovivo,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
Middle East / North Africa,Land based,480,480,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,Krupp Uhde,100,EPC,"500,000 USD",,Krupp Uhde,Koch Membrane Systems,ThyssenKrupp,Single Pass,Electric Motor,Spiral Wound Membrane,,  
Middle East / North Africa,Land based,250,250,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Watera Hellas,100,EPC,"260,000 USD",,Watera Hellas,,Culligan International Company,Single Pass,Electric Motor,,,  
Middle East / North Africa,Land based,150,150,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,Watera Hellas,100,EPC,"160,000 USD",,Watera Hellas,,Culligan International Company,Single Pass,Electric Motor,,,  
East Asia / Pacific,Land based,133000,14777.78,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,Government of the State of Queensland / SureSmart Water,Stand-alone,"Veolia Water Solutions & Technologies , John Holland, Sinclair Knight Merz, Cardno",33.33,DBO,"838,100,000 USD",220,Veolia Water Solutions & Technologies  / John Holland / Sinclair Knight Merz / Cardno,,Consortium,Two Pass,,,Acidification,"Acidification,Coagulation-Flocculation,Dual Media Filtration  "
East Asia / Pacific,Land based,2000,2000,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,Osmoflo Pty Ltd,100,EPC,"1,960,000 USD",,Osmoflo Pty Ltd,,Hitachi Zosen Corporation,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,128,128,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,,Stand-alone,,,EPC,"130,000 USD",,,,,Single Pass,Electric Motor,,,  
East Asia / Pacific,Land based,112,112,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Mining,Wood Lawn Mines,Stand-alone,Veolia Water Solutions & Technologies - Australia,100,EPC,"120,000 USD",,Veolia Water Solutions & Technologies - Australia,"Desalination Systems, Inc. ",Veolia,Single Pass,Electric Motor,Spiral Wound Membrane,,  
East Asia / Pacific,Land based,100,100,RO (Reverse Osmosis),,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,"Desaladora de la Costa del Sol, S.A.",100,EPC,"100,000 USD",,"Desaladora de la Costa del Sol, S.A.",,Endesa,Single Pass,Electric Motor,,,  
East Asia / Pacific,Land based,100,100,RO (Reverse Osmosis),Hollow Fibre Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),Power,PEKO Wall Send,Stand-alone,Veolia Water Solutions & Technologies - Australia,100,EPC,"100,000 USD",,Veolia Water Solutions & Technologies - Australia,DuPont (now Dupont Water Solutions),Veolia,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
Latin America / Caribbean,Land based,230,230,RO (Reverse Osmosis),Spiral Wound Membrane,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Stand-alone,"Ionics, Inc. ",100,EPC,"620,000 USD",,"Ionics, Inc. ","Toray Industries, Inc.",Suez ,Single Pass,Electric Motor,Spiral Wound Membrane,,  
North America,Land based,341,341,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,,Stand-alone,"Waterlink, Inc.",100,EPC,"350,000 USD",,"Waterlink, Inc.",Dow Filmtec (now Dupont Water Solutions),Xylem Inc.,Single Pass,Electric Motor,Spiral Wound Membrane,,  
Latin America / Caribbean,Land based,500,250,RO (Reverse Osmosis),Hollow Fibre Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),Power,Corporación Nacional del Cobre de Chile (CODELCO),Stand-alone,Sasakura Engineering Co Ltd ,100,EPC,"1,340,000 USD",0,Sasakura Engineering Co Ltd ,Toyobo Co. Ltd.,Sasakura Engineering Co Ltd ,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
Latin America / Caribbean,Land based,480,240,RO (Reverse Osmosis),Hollow Fibre Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),Power,Corporación Nacional del Cobre de Chile (CODELCO),Stand-alone,Mitsubishi Corporation,100,EPC,"1,280,000 USD",0,Mitsubishi Corporation,DuPont (now Dupont Water Solutions),Mitsubishi Corporation,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
Latin America / Caribbean,Land based,300,300,RO (Reverse Osmosis),Hollow Fibre Membrane,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),Power,Corporación Nacional del Cobre de Chile (CODELCO),Stand-alone,Mitsubishi Corporation,100,EPC,"800,000 USD",0,Mitsubishi Corporation,DuPont (now Dupont Water Solutions),Mitsubishi Corporation,Single Pass,Electric Motor,Hollow Fibre Membrane,,  
East Asia / Pacific,Land based,100000,25000,RO (Reverse Osmosis),,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),General,,Stand-alone,,,BOO,"720,000,000 USD",,,,,,,,Ultrafiltration,Ultrafiltration Kristal UF membranes 
East Asia / Pacific,Land based,10000,5000,RO (Reverse Osmosis),Spiral Wound Membrane,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,NCP-TEDA,Stand-alone,Veolia Iberica ,100,EPC,"8,870,000 USD",,Veolia Iberica ,Dow Filmtec (now Dupont Water Solutions),Veolia,Single Pass,Electric Motor,Spiral Wound Membrane,,  
